Wethington Building,CTW,38.032036,-84.508612,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0200
White Hall,,38.038065,-84.503837,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0025
White Hall Classroom Building,CB,38.038065,-84.503837,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0025
Whitney-Hendrickson Building,MRIS,38.031906,-84.505423,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0098
Wildcat Alumni Plaza,,38.038885,-84.501295,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+W001
Wildcat Coal Lodge,,38.03898,-84.499269,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0644
Wildcat Lodge,,38.03898,-84.499269,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0242
Wilford Meats Laboratory,,38.030777,-84.504969,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0078
William E. and Casiana Schmidt Vocal Arts Center,,38.036913,-84.500547,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0433
William R. Willard Medical Education Building,MN,38.03101,-84.506682,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0298
Worsham Theater,SCA,38.039451,-84.502727,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0026
Young Library,WTYL,38.03285,-84.501738,http://ukcc.uky.edu/cgi-bin/dynamo?maps.391+campus+0456
